Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp","Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.","The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.","There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.","To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b","A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,,Gender,Age,Major US Region,Device,Household Income
114652507327,432212071,07/25/2024 06:57:17 PM,07/25/2024 06:57:30 PM,,,,,e60b7d4ff2b570a4230b7c7b02,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,5,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,,5,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,,,5,male,18_to_29,pacific,ios_mobile,200000_and_up
114652506874,432212071,07/25/2024 06:55:44 PM,07/25/2024 06:56:34 PM,,,,,8c3ebbac231306ee19c1895199,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,4,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,4,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,4,,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,,4,,female,45_to_60,south_atlantic,ios_mobile,125000_to_149999
114652504675,432212071,07/25/2024 06:47:38 PM,07/25/2024 06:52:15 PM,,,,,b801a4e088589c3472d6275fc9,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,4,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,3,,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,2,,,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,3,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,4,,female,45_to_60,west_north_central,android_mobile,0_to_9999
114652503194,432212071,07/25/2024 06:48:24 PM,07/25/2024 06:49:28 PM,,,,,b66c5e242ff333fc4eb74b5a60,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,4,,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,4,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,4,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,4,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,male,30_to_44,middle_atlantic,android_mobile,200000_and_up
114652501336,432212071,07/25/2024 06:45:51 PM,07/25/2024 06:46:05 PM,,,,,5389d122a69d4c2f830c3ab496,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,,,,4,,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",1,,,,,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,3,,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,2,,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,2,,,,male,30_to_44,west_south_central,ios_mobile,0_to_9999
114652501207,432212071,07/25/2024 06:43:09 PM,07/25/2024 06:45:53 PM,,,,,998627875dd798e5aff57a6245,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,,5,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,,5,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,5,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,,,,5,male,30_to_44,mountain,android_mobile,125000_to_149999
114652500153,432212071,07/25/2024 06:42:01 PM,07/25/2024 06:43:58 PM,,,,,ac3c41dded816eea04cbd79ff4,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,4,,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,3,,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,4,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,2,,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,3,,,male,45_to_60,south_atlantic,android_mobile,0_to_9999
114652497046,432212071,07/25/2024 06:38:32 PM,07/25/2024 06:38:43 PM,,,,,3a98bb38ec0e5ac05a7d6e5ab7,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,,5,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,,5,male,45_to_60,middle_atlantic,android_mobile,175000_to_199999
114652496182,432212071,07/25/2024 06:36:04 PM,07/25/2024 06:37:19 PM,,,,,ab54d7c114eda8e3e2328ac7d6,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,3,,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,,5,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,3,,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,3,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,3,,,female,18_to_29,south_atlantic,ios_mobile,50000_to_74999
114652494215,432212071,07/25/2024 06:33:51 PM,07/25/2024 06:34:08 PM,,,,,08bf9a54c2758176e7c528fe29,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,,5,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,,5,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,,5,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,,5,female,45_to_60,middle_atlantic,android_mobile,175000_to_199999
114652493357,432212071,07/25/2024 06:32:24 PM,07/25/2024 06:32:36 PM,,,,,1e1c6b65530192eef398435639,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,,5,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,,5,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,male,30_to_44,middle_atlantic,android_mobile,175000_to_199999
114652492421,432212071,07/25/2024 06:30:45 PM,07/25/2024 06:30:56 PM,,,,,522f3774cfd184771fbb3481ce,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,,5,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,male,45_to_60,middle_atlantic,android_mobile,175000_to_199999
114652492144,432212071,07/25/2024 06:29:59 PM,07/25/2024 06:30:24 PM,,,,,03cdbb6407850ad030a8c7d982,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,,,,5,female,45_to_60,middle_atlantic,android_mobile,125000_to_149999
114652487649,432212071,07/25/2024 06:22:39 PM,07/25/2024 06:22:58 PM,,,,,d1fa386a3fb925ec80249a58f3,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,5,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,5,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,,,5,female,45_to_60,middle_atlantic,android_mobile,125000_to_149999
114652484589,432212071,07/25/2024 06:17:44 PM,07/25/2024 06:17:54 PM,,,,,d3cc03d1f9b41c6371e6d305b2,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,4,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,4,,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,4,,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,2,,,,male,18_to_29,mountain,ios_mobile,200000_and_up
114652484169,432212071,07/25/2024 06:16:38 PM,07/25/2024 06:17:13 PM,,,,,1038958ab6e4972de7a6b61bc5,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,,5,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,male,30_to_44,,android_mobile,125000_to_149999
114652482921,432212071,07/25/2024 06:14:44 PM,07/25/2024 06:15:06 PM,,,,,4433c72ab1bc2e5b396dae5afb,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,5,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,male,30_to_44,,android_mobile,125000_to_149999
114652474835,432212071,07/25/2024 06:01:43 PM,07/25/2024 06:02:35 PM,,,,,1908356b9398d03f59f5ede5f8,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,,5,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,4,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,,,5,male,18_to_29,east_north_central,ios_mobile,0_to_9999
114652465991,432212071,07/25/2024 05:48:48 PM,07/25/2024 05:49:15 PM,,,,,ffec66c99c4ae47303359fccac,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,,5,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,,5,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,,5,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,,,,5,female,45_to_60,middle_atlantic,android_mobile,125000_to_149999
114652458713,432212071,07/25/2024 05:35:13 PM,07/25/2024 05:36:39 PM,,,,,87952de09eb9fd071f42c210c2,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,,,,4,,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,3,,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,3,,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,3,,,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,3,,,female,30_to_44,,android_mobile,125000_to_149999
114652456055,432212071,07/25/2024 05:31:13 PM,07/25/2024 05:32:03 PM,,,,,a4574b12119271fc63234f714e,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,3,,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,,5,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,,5,female,30_to_44,middle_atlantic,android_mobile,100000_to_124999
114652452721,432212071,07/25/2024 05:26:15 PM,07/25/2024 05:26:30 PM,,,,,429fef6815fed6d42107f4684b,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,4,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,4,,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,,,5,female,30_to_44,middle_atlantic,android_mobile,175000_to_199999
114652451110,432212071,07/25/2024 05:21:57 PM,07/25/2024 05:23:49 PM,,,,,4504301c7e647c63a53a37f5af,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,,,,,5,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",1,,,,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,3,,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,3,,,female,45_to_60,mountain,pc_windows,150000_to_174999
